@odata.context,value
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001535_ARCHIVED', 'IndicatorName': 'On-premise sales restrictions at specific events', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001536_ARCHIVED', 'IndicatorName': 'On-premise sales restrictions to intoxicated persons', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001537_ARCHIVED', 'IndicatorName': 'Restrictions on sponsorship of sporting events', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001539_ARCHIVED', 'IndicatorName': 'Restrictions on sales promotion from producers (parties, events)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001803', 'IndicatorName': 'Health warning labels on pregnancy', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001820', 'IndicatorName': 'Heavy episodic drinking (youth 15 -19 years), drinkers only, past 30 days (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001822_ARCHIVED', 'IndicatorName': 'Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001825', 'IndicatorName': 'Regional prevalence, AAFs (15+), liver cirrhosis deaths (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001828', 'IndicatorName': 'Regional prevalence, AAFs ,all-cause deaths (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'sba', 'IndicatorName': 'Births attended by skilled health personnel (in the two or three years preceding the survey) (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDG_SH_DTH_RNCOM', 'IndicatorName': 'Number of deaths attributed to non-communicable diseases, by type of disease and sex', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDG_SH_STA_SCIDEN', 'IndicatorName': 'Number of suicide deaths', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001800', 'IndicatorName': 'Monopoly on exports of alcoholic beverages', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001805', 'IndicatorName': 'Health warning labels on drink-driving', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001808', 'IndicatorName': 'Alcohol-attributable fractions (15+), cancer deaths', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001812', 'IndicatorName': 'Report with data from health services on alcohol use and AUDs', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001814', 'IndicatorName': 'Taxation of ethanol production', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001816', 'IndicatorName': 'Tax incentives for production low/no alcohol content beer', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001817', 'IndicatorName': 'Tax incentives for production of other alcoholic beverages', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001819', 'IndicatorName': 'Heavy episodic drinking (youth 15 -19 years) past 30 days (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001821', 'IndicatorName': 'Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001823', 'IndicatorName': 'Alcohol, tourist consumption (in litres of pure alcohol)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001512', 'IndicatorName': 'Advertising restrictions at cinemas', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001513_ARCHIVED', 'IndicatorName': 'Advertising restrictions on billboards', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001516', 'IndicatorName': 'Restrictions on product placement on national television', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'W3_pc_front_A', 'IndicatorName': 'Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'W6_font_B', 'IndicatorName': 'Does the law mandate font style, font size and colour of health warnings on other smoked tobacco packaging?', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGCODCOMPLETENESS', 'IndicatorName': 'Completeness of cause-of-death data (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGHIV1524', 'IndicatorName': 'New HIV infections among adults 15-24 years old (per 1000 uninfected population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'W8_princ_langs_C', 'IndicatorName': 'Are the health warnings on smokeless tobacco packaging written in the principal language(s) of the country?', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'W9_no_obscure_A', 'IndicatorName': 'Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'wast5', 'IndicatorName': 'Wasting prevalence in children aged < 5 years (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_2', 'IndicatorName': 'Number of cause-of-death registration years available', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_3', 'IndicatorName': 'Number of national population surveys - child anthropometry', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_5', 'IndicatorName': 'Number of national population surveys - maternal mortality', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHOSIS_000003', 'IndicatorName': 'Neonatal mortality rate (per 1000 live births)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHOSIS_000006', 'IndicatorName': 'Infants exclusively breastfed for the first six months of life (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHOSIS_000008', 'IndicatorName': 'Children aged <5 years underweight (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001523', 'IndicatorName': 'Prices for alcoholic beverages (average, US$)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001525_ARCHIVED', 'IndicatorName': 'Off-premise sales restrictions on days', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHOSIS_000010', 'IndicatorName': 'Adults aged &#8805; 20 years who are obese (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHOSIS_000012', 'IndicatorName': 'Prevalence of smoking any tobacco product among adults (&#8805;15 years) (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHOSIS_000013', 'IndicatorName': 'Prevalence of current tobacco use among adolescents (13-15 years) (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHOSIS_000015', 'IndicatorName': 'Life expectancy at age 60 (years)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_7', 'IndicatorName': 'Number of national population surveys -  adult health', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_8', 'IndicatorName': 'Civil registration coverage of cause-of-death (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_126', 'IndicatorName': 'Distribution of years of life lost by major cause group', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_166', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Injuries', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_167', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Diarrhoea', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_168', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Measles', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGTOBACCO', 'IndicatorName': 'Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGWSHBOD', 'IndicatorName': 'Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SE_G23_RDG', 'IndicatorName': 'Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SE_PRM_MATH', 'IndicatorName': 'Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SE_PRM_RDNG', 'IndicatorName': 'Proportion of children at the end of primary achieving at least a minimum proficiency level in reading (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_138', 'IndicatorName': 'Deaths due to HIV/AIDS (per 100 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGODA01', 'IndicatorName': 'Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_514', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Prematurity', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS3_40', 'IndicatorName': 'Cholera - number of reported cases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS3_43', 'IndicatorName': 'Pertussis - number of reported cases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS3_46', 'IndicatorName': 'Total tetanus - number of reported cases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGODA02', 'IndicatorName': 'Official development assistance for medical research and basic health sectors as a percentage of GNI (%), by donor country', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGPOISON', 'IndicatorName': 'Mortality rate attributed to unintentional poisoning (per 100 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGROADAGE', 'IndicatorName': 'Age-standardized road traffic  mortality (per 100 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGSHP', 'IndicatorName': 'Skilled health professionals density (per 10 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS3_52', 'IndicatorName': 'Plague - number of reported cases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS4_100', 'IndicatorName': 'Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS4_106', 'IndicatorName': 'Care-seeking for children with symptoms of acute respiratory infection (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS4_111', 'IndicatorName': 'Antenatal care coverage - at least one visit (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SHS_2', 'IndicatorName': 'Percentage of women (15+ years) exposed to second-hand smoke', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SHS_3', 'IndicatorName': 'Percentage of men (15+ years) exposed to second-hand smoke', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SHS_4', 'IndicatorName': 'Second-hand smoke attributable deaths', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SHS_6', 'IndicatorName': ""Second-hand smoke attributable deaths per 100'000 capita"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SP_DYN_MRBF18', 'IndicatorName': 'Proportion of women aged 20-24 years who were married or in a union by age 18 (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SUNBEDEXISTYEAR', 'IndicatorName': 'Year of national implementation of regulation', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SE_LSC_MATH', 'IndicatorName': 'Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SE_PRE_PARTN', 'IndicatorName': 'Participation rate in organized learning (one year before the official primary entry age) (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SH_STA_FGMS', 'IndicatorName': 'Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting (FMG/C) (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SHS_1', 'IndicatorName': 'Percentage of children under 15 years exposed to second-hand smoke', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS3_47', 'IndicatorName': 'Meningitis - number of reported cases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS3_51', 'IndicatorName': 'H5N1 influenza - number of reported cases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001793', 'IndicatorName': 'Penalties for drink driving, repeated offense', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001795', 'IndicatorName': 'Licensing required for imports of alcoholic beverages', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001797', 'IndicatorName': 'Licenses issued for production, change since 2010', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001802', 'IndicatorName': 'Monopoly on wholesale /distribution of alcoholic beverages', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001806', 'IndicatorName': 'Legal requirement for size of health warning labels', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001811', 'IndicatorName': 'Report with epidemiological data on lcohol use and AUDs', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001815', 'IndicatorName': 'Ethanol tax deducted from excise tax', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001818', 'IndicatorName': 'Alcohol, total\xa0 (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2020 and 2025', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001821_ARCHIVED', 'IndicatorName': 'Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS3_55', 'IndicatorName': 'Congenital Rubella Syndrome - number of reported cases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS4_111_AGE1519', 'IndicatorName': 'Antenatal care coverage - at least one visit, among girls aged 15-19 (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS4_117', 'IndicatorName': 'Hepatitis B (HepB3) immunization coverage among 1-year-olds (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001823_ARCHIVED', 'IndicatorName': 'Alcohol, tourist consumption (in litres of pure alcohol)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001824', 'IndicatorName': 'Alcohol, regional alcohol per capita (15+) consumption (in litres of pure alcohol)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001827', 'IndicatorName': 'Regional prevalence, AAFs (15+), cancer', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001829', 'IndicatorName': 'Average price 500 mls Beer in US$', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001830', 'IndicatorName': 'Average price 750 mls Wine in US$', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'sba5', 'IndicatorName': 'Births attended by skilled health personnel (in the five years preceding the survey) (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SHS_8', 'IndicatorName': ""Second-hand smoke attributable deaths ('000) in children under 5 years"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SHS_9', 'IndicatorName': ""Second-hand smoke  attributable deaths per 100'000 children under 5 years"", 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SI_POV_EMP1', 'IndicatorName': 'Employed population below the international poverty line of US$1.90 per day (the working poor) (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SP_DYN_MRBF15', 'IndicatorName': 'Proportion of women aged 20-24 years who were married or in a union by age 15 (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SUNBEDEXIST', 'IndicatorName': 'Existence of national regulation', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SUNBEDREG_SAFETY', 'IndicatorName': 'Safety requirements', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001538', 'IndicatorName': 'Restrictions on sponsorship of youth events', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGAIRBODA', 'IndicatorName': 'Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGCONFLICT', 'IndicatorName': 'Estimated direct deaths from major conflicts (per 100 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGHIV', 'IndicatorName': 'New HIV infections (per 1000 uninfected population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_1', 'IndicatorName': 'Most recent census (year)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_4', 'IndicatorName': 'Number of national population surveys - child mortality', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_161', 'IndicatorName': 'Age-standardized mortality rate by cause (per 100 000 population) - Cardiovascular', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_171', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Other diseases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_515', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_516', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Congenital anomalies', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_523', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Birth asphyxia', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS3_42', 'IndicatorName': 'Japanese encephalitis - number of reported cases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS3_45', 'IndicatorName': 'Number of new leprosy cases', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGMALARIA', 'IndicatorName': 'Malaria incidence (per 1 000 population at risk)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGOOP', 'IndicatorName': 'Out-of-pocket expenditure as a percentage of total expenditure on health', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SDGPM25', 'IndicatorName': 'Concentrations of fine particulate matter (PM2.5)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SE_DEV_ONTRK', 'IndicatorName': 'Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SE_G23_MATH', 'IndicatorName': 'Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SG_DMK_SRCR_FN_ZS', 'IndicatorName': 'Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SG_REG_BRTH', 'IndicatorName': 'Proportion of children under 5 years of age whose births have been registered with a civil authority', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SG_REG_CENSUS', 'IndicatorName': 'Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SG_REG_CENSUSN', 'IndicatorName': 'Number of countries that have conducted at least one population and housing census in the last 10 years', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SI_POV_DAY1', 'IndicatorName': 'Proportion of population below the international poverty line of US$1.90 per day (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001533_ARCHIVED', 'IndicatorName': 'On-premise sales restrictions on places', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001530', 'IndicatorName': 'Off-premise sales restrictions at petrol stations', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001538_ARCHIVED', 'IndicatorName': 'Restrictions on sponsorship of youth events', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHOSIS_000014', 'IndicatorName': 'Stillbirth rate (per 1000 total births)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS_PBR', 'IndicatorName': 'Preterm birth rate (per 100 live births)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_10', 'IndicatorName': 'International Statistical Classification of Diseases and Related Health Problems (ICD)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_6', 'IndicatorName': 'Number of national population surveys -  HIV prevalence', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS10_9', 'IndicatorName': 'Ill-defined causes in cause-of-death registration (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_131', 'IndicatorName': 'Age-standardized NCD mortality rate  (per 100 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_152', 'IndicatorName': 'Deaths due to malaria (per 100 000 population)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_160', 'IndicatorName': 'Age-standardized mortality rate by cause (per 100 000 population) - Cancer', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_164', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Malaria', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'WHS2_165', 'IndicatorName': 'Distribution of causes of death among children aged <5 years (%) - Pneumonia', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001784_ARCHIVED', 'IndicatorName': '15-years old, any alcoholic beverage consumed at least once a week, (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001787_ARCHIVED', 'IndicatorName': '13-15-years old first drink before age 14, (%)', 'Language': 'EN'}"
https://ghoapi.azureedge.net/api/$metadata#Indicator,"{'IndicatorCode': 'SA_0000001799', 'IndicatorName': 'Licenses issued for wholesale/distribution, change since 2010', 'Language': 'EN'}"
